pk,jsondata,id,name,description,markup_description,glottolog_id,google_book_search_id,bibtex_type,author,year,title,type,booktitle,editor,pages,edition,journal,school,address,url,note,number,series,volume,publisher,organization,chapter,howpublished,year_int,startpage_int,pages_int
135,"{""gbs"": {""kind"": ""books#volume"", ""volumeInfo"": {""description"": ""Ce travail est une \u00e9tude descriptive de la morphosyntaxe de la langue makurap, langue indig\u00e8ne parl\u00e9e sur le territoire de l'Amazonie Br\u00e9silienne. Deux aspects fondamentaux sont abord\u00e9s : les parties du discours et l'organisation de la phrase. La premi\u00e8re partie, consacr\u00e9e \u00e0 l\u2019\u00e9tude des parties du discours pr\u00e9sente les classes de mot et leurs caract\u00e9ristiques morphosyntaxiques. Les classes de mots d\u00e9crites sont les suivantes : nom, verbes, pronom, quantifieur, postosition, particule et connecteur. La deuxi\u00e8me partie traite de la structure de la phrase simple et de la phrase complexe, on y aborde les questions suivantes : les types de pr\u00e9dicats, la relation entre le verbe et ses actants, les types de phrases et la fa\u00e7on dont les propositions sont combin\u00e9s pour former des phrases complexes. La troisi\u00e8me partie pr\u00e9sente un vocabulaire de base de la langue."", ""language"": ""fr"", ""pageCount"": 246, ""previewLink"": ""http://books.google.de/books?id=yU8AGwAACAAJ&dq=inauthor:Braga,+Alzerinda+de+Oliveira+intitle:Aspects+morphosyntaxiques+de+la+langue+Makurap/Tupi&hl=&cd=1&source=gbs_api"", ""publishedDate"": ""2005"", ""printType"": ""BOOK"", ""contentVersion"": ""preview-1.0.0"", ""industryIdentifiers"": [{""identifier"": ""OCLC:66498653"", ""type"": ""OTHER""}], ""authors"": [""Alzerinda de Oliveira Braga""], ""title"": ""Aspects morphosyntaxiques de la langue makurap/tupi"", ""infoLink"": ""http://books.google.de/books?id=yU8AGwAACAAJ&dq=inauthor:Braga,+Alzerinda+de+Oliveira+intitle:Aspects+morphosyntaxiques+de+la+langue+Makurap/Tupi&hl=&source=gbs_api"", ""canonicalVolumeLink"": ""http://books.google.de/books/about/Aspects_morphosyntaxiques_de_la_langue_m.html?hl=&id=yU8AGwAACAAJ""}, ""searchInfo"": {""textSnippet"": ""Ce travail est une \u00e9tude descriptive de la morphosyntaxe de la langue makurap, langue indig\u00e8ne parl\u00e9e sur le territoire de l&#39;Amazonie Br\u00e9silienne.""}, ""saleInfo"": {""country"": ""DE"", ""saleability"": ""NOT_FOR_SALE"", ""isEbook"": false}, ""etag"": ""dKPzHGrmnM0"", ""accessInfo"": {""webReaderLink"": ""http://books.google.de/books/reader?id=yU8AGwAACAAJ&hl=&printsec=frontcover&output=reader&source=gbs_api"", ""publicDomain"": false, ""embeddable"": false, ""country"": ""DE"", ""textToSpeechPermission"": ""ALLOWED"", ""pdf"": {""isAvailable"": false}, ""quoteSharingAllowed"": false, ""viewability"": ""NO_PAGES"", ""epub"": {""isAvailable"": false}, ""accessViewStatus"": ""NONE""}, ""id"": ""yU8AGwAACAAJ"", ""selfLink"": ""https://www.googleapis.com/books/v1/volumes/yU8AGwAACAAJ""}}",gbragamakurap,Braga 2005,Aspects morphosyntaxiques de la langue Makurap/Tupi,,,yU8AGwAACAAJ,phdthesis,"Braga, Alzerinda de Oliveira",2005,Aspects morphosyntaxiques de la langue Makurap/Tupi,,,,255,,,Université de Toulouse -- Le Mirail,Toulouse,,,,,,,,,,,,
136,"{""gbs"": {}}",ggomesmunduruku,Gomes 2006,Estudo Morfológico e Sintático da Língua Mundurukú,,,,phdthesis,"Gomes, Dioney Moreira",2006,Estudo Morfológico e Sintático da Língua Mundurukú,,,,xix+265,,,Brasil: Universidade de Brasília,,,,,,,,,,,,,
137,"{""gbs"": {}}",srowanparesi,Rowan 2001,Iraiti xawaiyekehalakatyakala (Dicionário Paresí - Português),,,,book,"Rowan, Orland",2001,Iraiti xawaiyekehalakatyakala (Dicionário Paresí - Português),,,,122,2,,,"Cuiabá, Brazil",\url{http://www.sil.org/americas/brasil/PUBLCNS/DICTGRAM/PCDict.pdf},,,,,"Cuiabá, Brazil: Sociedade Internacional de Lingüística",,,,,,
169,"{""gbs"": {}}",typvidalpilagaaffectedness,Vidal 2008,Affectedness and viewpoint in Pilagá (Guaykuruan): a semantically aligned case-marking system,,,,incollection,"Vidal, Alejandra",2008,Affectedness and viewpoint in Pilagá (Guaykuruan): a semantically aligned case-marking system,,The Typology of Semantic Alignment,"Donohue, Mark and Wichmann, Søren",412-430,,,,,,,,,,Oxford: Oxford University Press,,,,,,
170,"{""gbs"": {}}",typvandekerkelekoobject,van de Kerke 2006,Object cross-reference in Leko,,,,incollection,"van de Kerke, Simon",2006,Object cross-reference in Leko,,What's in a Verb?,"Rowicka, Grażyna J. and Carlin, Eithne B.",171-188,,,,,,,,LOT Occasional Series,5,Utrecht: LOT,,,,,,
171,"{""gbs"": {}}",growanburgesparecis2008,Rowan and Burgess 2008 [1969],Gramática Parecis,,,,book,"Rowan, Orland and Burgess, Eunice",2008 [1969],Gramática Parecis,,,,118,,,,,,,,,,Brasilia: ILV,,,,,,
138,"{""gbs"": {""kind"": ""books#volume"", ""volumeInfo"": {""publisher"": ""Univ of California Press"", ""description"": ""This is a comprehensive, nonformal description of a Quechua language of central Peru, incorporating both structural and functional insights. Topics include: the demographic situation, an introduction to the syntax, word and suffix classes, morphology, case relations, passives, substantive phrases, relative clauses, complements, adverbial clauses, reduplication, question formation, negation, conjunction, evidential suffixes, the topic marker, idioms and formulaic expressions, phonology, and loan processes."", ""language"": ""en"", ""publishedDate"": ""1989"", ""imageLinks"": {""smallThumbnail"": ""http://bks5.books.google.de/books?id=fq5js5brciAC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://bks5.books.google.de/books?id=fq5js5brciAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}, ""previewLink"": ""http://books.google.de/books?id=fq5js5brciAC&printsec=frontcover&dq=inauthor:David+John+Weber+intitle:A+Grammar+Huallaga+(Hu%C3%A1nuco)+Quechua&hl=&cd=1&source=gbs_api"", ""title"": ""A Grammar of Huallaga (Hu\u00e1nuco) Quechua"", ""printType"": ""BOOK"", ""pageCount"": 490, ""contentVersion"": ""0.0.1.0.preview.1"", ""industryIdentifiers"": [{""identifier"": ""0520097327"", ""type"": ""ISBN_10""}, {""identifier"": ""9780520097322"", ""type"": ""ISBN_13""}], ""authors"": [""David Weber""], ""infoLink"": ""http://books.google.de/books?id=fq5js5brciAC&dq=inauthor:David+John+Weber+intitle:A+Grammar+Huallaga+(Hu%C3%A1nuco)+Quechua&hl=&source=gbs_api"", ""categories"": [""Language Arts & Disciplines""], ""canonicalVolumeLink"": ""http://books.google.de/books/about/A_Grammar_of_Huallaga_Hu%C3%A1nuco_Quechua.html?hl=&id=fq5js5brciAC""}, ""searchInfo"": {""textSnippet"": ""This is a comprehensive, nonformal description of a Quechua language of central Peru, incorporating both structural and functional insights.""}, ""saleInfo"": {""country"": ""DE"", ""saleability"": ""NOT_FOR_SALE"", ""isEbook"": false}, ""etag"": ""oT4DvazWrDw"", ""accessInfo"": {""webReaderLink"": ""http://books.google.de/books/reader?id=fq5js5brciAC&hl=&printsec=frontcover&output=reader&source=gbs_api"", ""publicDomain"": false, ""embeddable"": true, ""country"": ""DE"", ""textToSpeechPermission"": ""ALLOWED"", ""pdf"": {""isAvailable"": false}, ""quoteSharingAllowed"": false, ""viewability"": ""ALL_PAGES"", ""epub"": {""isAvailable"": false}, ""accessViewStatus"": ""SAMPLE""}, ""id"": ""fq5js5brciAC"", ""selfLink"": ""https://www.googleapis.com/books/v1/volumes/fq5js5brciAC""}}",gweberhuallaga1983,Weber 1983,A Grammar Huallaga (Huánuco) Quechua,,,fq5js5brciAC,phdthesis,"Weber, David John",1983,A Grammar Huallaga (Huánuco) Quechua,,,,494,,,University of California at Los Angeles,,,,,,,,,,,,,
139,"{""gbs"": {}}",gherrerosanzchezquechuaboliviano,Herrero and Sánchez de Lozada 1978,Gramática quechua: estructura del quechua boliviano contemporáneo,,,,book,"Herrero, Joaquín and Sánchez de Lozada, Federico",1978,Gramática quechua: estructura del quechua boliviano contemporáneo,,,,520,,,,,,,,,,Cochabamba: CEFCO/Editorial Universo,,,,,,
140,"{""gbs"": {""kind"": ""books#volume"", ""volumeInfo"": {""language"": ""en"", ""pageCount"": 550, ""previewLink"": ""http://books.google.de/books?id=nrYAOAAACAAJ&dq=inauthor:Pilar+M.+Valenzuela+intitle:Basic+Verb+Types+and+Argument+Structures+in+Shipibo-Conibo&hl=&cd=1&source=gbs_api"", ""publishedDate"": ""1997"", ""printType"": ""BOOK"", ""contentVersion"": ""preview-1.0.0"", ""industryIdentifiers"": [{""identifier"": ""OCLC:38525251"", ""type"": ""OTHER""}], ""authors"": [""Pilar Valenzuela""], ""title"": ""Basic Verb Types and Argument Structures in Shipibo-Conibo"", ""infoLink"": ""http://books.google.de/books?id=nrYAOAAACAAJ&dq=inauthor:Pilar+M.+Valenzuela+intitle:Basic+Verb+Types+and+Argument+Structures+in+Shipibo-Conibo&hl=&source=gbs_api"", ""categories"": [""Panoan languages""], ""canonicalVolumeLink"": ""http://books.google.de/books/about/Basic_Verb_Types_and_Argument_Structures.html?hl=&id=nrYAOAAACAAJ""}, ""saleInfo"": {""country"": ""DE"", ""saleability"": ""NOT_FOR_SALE"", ""isEbook"": false}, ""etag"": ""xaGgsd38Q6E"", ""accessInfo"": {""webReaderLink"": ""http://books.google.de/books/reader?id=nrYAOAAACAAJ&hl=&printsec=frontcover&output=reader&source=gbs_api"", ""publicDomain"": false, ""embeddable"": false, ""country"": ""DE"", ""textToSpeechPermission"": ""ALLOWED"", ""pdf"": {""isAvailable"": false}, ""quoteSharingAllowed"": false, ""viewability"": ""NO_PAGES"", ""epub"": {""isAvailable"": false}, ""accessViewStatus"": ""NONE""}, ""id"": ""nrYAOAAACAAJ"", ""selfLink"": ""https://www.googleapis.com/books/v1/volumes/nrYAOAAACAAJ""}}",svalenzuelashipiboconibo,Valenzuela 1997,Basic Verb Types and Argument Structures in Shipibo-Conibo,,,nrYAOAAACAAJ,mastersthesis,"Valenzuela, Pilar M.",1997,Basic Verb Types and Argument Structures in Shipibo-Conibo,,,,xi+275,,,University of Oregon,,,,,,,,,,,,,
141,"{""gbs"": {}}",ggonzaleztapiete,González 2005,A grammar of Tapiete (Tupi-Guarani),,,,phdthesis,"González, Hebe A.",2005,A grammar of Tapiete (Tupi-Guarani),,,,418,,,University of Pittsburgh,Pittsburgh,\url{http://etd.library.pitt.edu/ETD/available/etd-07192005-222834/},,,,,,,,,,,
142,"{""gbs"": {""kind"": ""books#volume"", ""volumeInfo"": {""language"": ""en"", ""pageCount"": 303, ""previewLink"": ""http://books.google.de/books?id=MBuoHAAACAAJ&dq=inauthor:Pach%C3%AAco,+Frantom%C3%A9+Bezerra+intitle:Morfossintaxe+do+verbo+Ikpeng+(Kar%C3%ADb)&hl=&cd=1&source=gbs_api"", ""publishedDate"": ""2001"", ""printType"": ""BOOK"", ""contentVersion"": ""preview-1.0.0"", ""industryIdentifiers"": [{""identifier"": ""OCLC:55927360"", ""type"": ""OTHER""}], ""authors"": [""Frantom\u00e9 Bezerra Pach\u00eaco""], ""title"": ""Morfossintaxe do verbo Ikpeng (Kar\u00edb)."", ""infoLink"": ""http://books.google.de/books?id=MBuoHAAACAAJ&dq=inauthor:Pach%C3%AAco,+Frantom%C3%A9+Bezerra+intitle:Morfossintaxe+do+verbo+Ikpeng+(Kar%C3%ADb)&hl=&source=gbs_api"", ""canonicalVolumeLink"": ""http://books.google.de/books/about/Morfossintaxe_do_verbo_Ikpeng_Kar%C3%ADb.html?hl=&id=MBuoHAAACAAJ""}, ""saleInfo"": {""country"": ""DE"", ""saleability"": ""NOT_FOR_SALE"", ""isEbook"": false}, ""etag"": ""NnnhyAuMY4c"", ""accessInfo"": {""webReaderLink"": ""http://books.google.de/books/reader?id=MBuoHAAACAAJ&hl=&printsec=frontcover&output=reader&source=gbs_api"", ""publicDomain"": false, ""embeddable"": false, ""country"": ""DE"", ""textToSpeechPermission"": ""ALLOWED"", ""pdf"": {""isAvailable"": false}, ""quoteSharingAllowed"": false, ""viewability"": ""NO_PAGES"", ""epub"": {""isAvailable"": false}, ""accessViewStatus"": ""NONE""}, ""id"": ""MBuoHAAACAAJ"", ""selfLink"": ""https://www.googleapis.com/books/v1/volumes/MBuoHAAACAAJ""}}",gpachecoikpeng,Pachêco 2001,Morfossintaxe do verbo Ikpeng (Karíb),,,MBuoHAAACAAJ,phdthesis,"Pachêco, Frantomé Bezerra",2001,Morfossintaxe do verbo Ikpeng (Karíb),,,,290,,,Campinas: Universidade Estadual de Campinas,,,,,,,,,,,,,
143,"{""gbs"": {}}",phontypnogueirawayoro,Nogueira 2011,Wayoro ẽmẽto: fonologia segmental e morfossintaxe verbal,,,,mastersthesis,"Nogueira, Antonia Fernanda de Souza",2011,Wayoro ẽmẽto: fonologia segmental e morfossintaxe verbal,,,,239,,,Universidade de São Paulo,,,,,,,,,,,,,
144,"{""gbs"": {}}",gestevamxavante,Machado Estevam 2011,"Morphosyntaxe du xavante, langue jê du Mato Grosso (Brésil)",,,,phdthesis,"Machado Estevam, Adriana",2011,"Morphosyntaxe du xavante, langue jê du Mato Grosso (Brésil)",,,,508,,,Université Denis Diderot (Paris 7),,,,,,,,,,,,,
145,"{""gbs"": {}}",stypborellaaweti,de Cássia Borella 2000,Aspectos Morfossintáticos da Língua Aweti (tupi),,,,mastersthesis,"de Cássia Borella, Cristina",2000,Aspectos Morfossintáticos da Língua Aweti (tupi),,,,223,,,Universidade Estadual de Campinas,,,,,,,,,,,,,
172,"{""gbs"": {}}",gfranceschinisateremawe,Franceschini 1999,La langue Sateré-Mawé: Description et analyse morphosyntaxique,,,,phdthesis,"Franceschini, Dulce C.",1999,La langue Sateré-Mawé: Description et analyse morphosyntaxique,,,,305,,,Université Paris VII (Denis Diderot),,,,,,,,,,,,,
173,"{""gbs"": {}}",groseemerillon,Rose 2011,"Grammaire de l'émérillon teko, une langue tupi-guarani de Guyane française",,,,book,"Rose, Françoise",2011,"Grammaire de l'émérillon teko, une langue tupi-guarani de Guyane française",,,,,,,,Louvain,,,,Langues et Sociétés d'Amérique traditionnelle,10,Louvain: Peeters,,,,,,
174,"{""gbs"": {}}",hvcorreamaweawetitupiguarani,Corrêa da Silva 2010,Mawé/Awetí/Tupí-Guaraní: Relações Linguísticas e Implicações Históricas,,,,phdthesis,"Corrêa da Silva, Beatriz Carretta",2010,Mawé/Awetí/Tupí-Guaraní: Relações Linguísticas e Implicações Históricas,,,,448,,,Universidade de Brasil,,,,,,,,,,,,,
146,"{""gbs"": {""kind"": ""books#volume"", ""volumeInfo"": {""language"": ""pt"", ""pageCount"": 320, ""imageLinks"": {""smallThumbnail"": ""http://bks0.books.google.de/books?id=ga0aAQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://bks0.books.google.de/books?id=ga0aAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}, ""previewLink"": ""http://books.google.de/books?id=ga0aAQAAIAAJ&q=inauthor:Cristina+Martins+Fargetti+intitle:Estudo+Fonol%C3%B3gico+e+Morfossint%C3%A1tico+da+L%C3%ADngua+Juruna&dq=inauthor:Cristina+Martins+Fargetti+intitle:Estudo+Fonol%C3%B3gico+e+Morfossint%C3%A1tico+da+L%C3%ADngua+Juruna&hl=&cd=1&source=gbs_api"", ""publishedDate"": ""2007"", ""printType"": ""BOOK"", ""contentVersion"": ""0.1.1.0.preview.0"", ""industryIdentifiers"": [{""identifier"": ""STANFORD:36105133425103"", ""type"": ""OTHER""}], ""authors"": [""Cristina Martins Fargetti""], ""title"": ""Estudo fonol\u00f3gico e morfossint\u00e1tico da l\u00edngua Juruna"", ""infoLink"": ""http://books.google.de/books?id=ga0aAQAAIAAJ&dq=inauthor:Cristina+Martins+Fargetti+intitle:Estudo+Fonol%C3%B3gico+e+Morfossint%C3%A1tico+da+L%C3%ADngua+Juruna&hl=&source=gbs_api"", ""categories"": [""Juruna language""], ""canonicalVolumeLink"": ""http://books.google.de/books/about/Estudo_fonol%C3%B3gico_e_morfossint%C3%A1tico_da.html?hl=&id=ga0aAQAAIAAJ""}, ""saleInfo"": {""country"": ""DE"", ""saleability"": ""NOT_FOR_SALE"", ""isEbook"": false}, ""etag"": ""wcygWXXcEh0"", ""accessInfo"": {""webReaderLink"": ""http://books.google.de/books/reader?id=ga0aAQAAIAAJ&hl=&printsec=frontcover&output=reader&source=gbs_api"", ""publicDomain"": false, ""embeddable"": false, ""country"": ""DE"", ""textToSpeechPermission"": ""ALLOWED"", ""pdf"": {""isAvailable"": false}, ""quoteSharingAllowed"": false, ""viewability"": ""NO_PAGES"", ""epub"": {""isAvailable"": false}, ""accessViewStatus"": ""NONE""}, ""id"": ""ga0aAQAAIAAJ"", ""selfLink"": ""https://www.googleapis.com/books/v1/volumes/ga0aAQAAIAAJ""}}",gfargettijuruna2001,Fargetti 2001,Estudo Fonológico e Morfossintático da Língua Juruna,,,ga0aAQAAIAAJ,phdthesis,"Fargetti, Cristina Martins",2001,Estudo Fonológico e Morfossintático da Língua Juruna,,,,302,,,Universidade Estadual de Campinas,,,,,,,,,,,,,
147,"{""gbs"": {}}",typcrevelsitonamawhowhom,Crevels 2011,Who did what to whom in Magdalena (Itonama),,,,article,"Crevels, Mily",2011,Who did what to whom in Magdalena (Itonama),,,,577-594,,International Journal of American Linguistics,,,,,4,,77,,,,,,,
148,"{""gbs"": {}}",typfacundesapurinanc,Facundes 2009,Productive compounding and noun classification systems: A case study in Apurinã,,,,article,"Facundes, Sidi",2009,Productive compounding and noun classification systems: A case study in Apurinã,,,,,,ReVEL: Edição especial,,,,,,,3,,,,,,,
149,"{""gbs"": {}}",typgollusciomapundungun,Golluscio 2010,Ditransitives in Mapudungun,,,,incollection,"Golluscio, Lucía A.",2010,Ditransitives in Mapudungun,,Studies in ditransitive constructions: A comparative handbook,"Malchukov, Andrej and Haspelmath, Martin and Comrie, Bernard",678-709,,,,,,,,,,Berlin: De Gruyter Mouton,,,,,,
150,"{""gbs"": {}}",typcrevelsitonamaditransitives,Crevels 2010,Ditransitives in Itonama,,,,incollection,"Crevels, Mily",2010,Ditransitives in Itonama,,Studies in ditransitive constructions: A comparative handbook,"Malchukov, Andrej and Haspelmath, Martin and Comrie, Bernard",678-709,,,,,,,,,,Berlin: De Gruyter Mouton,,,,,,
151,"{""gbs"": {}}",htypwisemaipuranarawakan,Wise 1990,Valence-changing affixes in Maipuran Arawakan languages,,,,incollection,"Wise, Mary Ruth",1990,Valence-changing affixes in Maipuran Arawakan languages,,Amazonian Linguistics. Studies in Lowland South American Languages,"Payne, Doris",89-116,,,,,,,,,,Austin: University of Texas Press,,,,,,
152,"{""gbs"": {}}",typdickinsontsafiki,Dickinson 2011,Reciprocal constructions in Tsafiki,,,,incollection,"Dickinson, Connie",2011,Reciprocal constructions in Tsafiki,,Reciprocals and Semantic Typology,"Evans, Nicholas",277-314,,,,,,,,,,Amsterdam: John Benjamins,,,,,,
153,"{""gbs"": {}}",ghardmanjaqaru2000,Hardman 2000,Jaqaru,,,,book,"Hardman, Martha J.",2000,Jaqaru,,,,138,,,,,,,,Languages of the World/Materials,183,München: Lincom,,,,,,
154,"{""gbs"": {}}",gdosanjoskatukinakanamari,dos Anjos 2011,Fonologia e Gramática Katukina-Kanamari,,,,phdthesis,"dos Anjos, Zoraide",2011,Fonologia e Gramática Katukina-Kanamari,,,,448,,,Vrije Universiteit Amsterdam,,,,,,,,,,,,,
155,"{""gbs"": {}}",typvangijnideophonesyurakare,van Gijn 2010,"Middle voice and ideophones, a diachronic connection: The case of Yurakaré",,,,article,"van Gijn, Rik",2010,"Middle voice and ideophones, a diachronic connection: The case of Yurakaré",,,,273-297,,Studies in Language,,,,,2,,34,,,,,,,
156,"{""gbs"": {}}",dwrisleyorrquichuaoriente,Wrisley and Orr 1965,Vocabulario quichua del Oriente del Ecuador,,,,book,"Wrisley, Betsy and Orr, Carolyn",1965,Vocabulario quichua del Oriente del Ecuador,,,,v+152,,,,,,,,"Serie de vocabularios indígenas ""Mariano Silva y Aceves""",11,Quito: Instituto Lingüístico de Verano,,,,,,
157,"{""gbs"": {}}",typmoorevalencegaviao,Moore 2010,Valence-increasing constructions: Causative constructions in Gavião de Rondônia,,,,misc,"Moore, Denny",2010,Valence-increasing constructions: Causative constructions in Gavião de Rondônia,,,,,,,,,,,,,,,,,"Paper presented at Amazonicas 3, Bogotá",,,
158,"{""gbs"": {}}",typhaudemovimaargument,Haude 2011,Argument encoding in Movima: The local domain,,,,article,"Haude, Katharina",2011,Argument encoding in Movima: The local domain,,,,559-575,,International Journal of American Linguistics,,,,,4,,77,,,,,,,
159,"{""gbs"": {}}",hvwisepreandine,Wise 1986,Grammatical Characteristics of PreAndine Arawakan Languages of Peru,,,,incollection,"Wise, Mary Ruth",1986,Grammatical Characteristics of PreAndine Arawakan Languages of Peru,,Handbook of Amazonian Languages,"Derbyshire, Desmond C. and Pullum, Geoffrey K.",567-642,,,,Berlin,,,,,I,Berlin: Mouton de Gruyter,,,,,,
160,"{""gbs"": {}}",hvtypferreirayanomami,Ferreira 2012,Argument marking patterns across Yanomami languages,,,,misc,"Ferreira, Helder P.",2012,Argument marking patterns across Yanomami languages,,,,,,,,,,,,,,,,,"Paper presented at the Workshop on Linguistic Typology and Language Contact in South America, Nijmegen",,,
161,"{""gbs"": {}}",scerronpalominochipaya,Cerrón-Palomino 2009,Chipaya,,,,incollection,"Cerrón-Palomino, Rodolfo",2009,Chipaya,,Ambito Andino,"Crevels, Mily and Muysken, Pieter",29-78,,,,La Paz,,,,Lenguas de Bolivia,1,La Paz: Plural Editores,,,,,,
162,"{""gbs"": {}}",typdecastrotimbira,de Castro Alves 2010,Evolution of alignment in Timbira,,,,article,"de Castro Alves, Flávia",2010,Evolution of alignment in Timbira,,,,439-475,,International Journal of American Linguistics,,,,,4,,76,,,,,,,
163,"{""gbs"": {}}",typchagasikpeng,Chagas 2013,O Verbo Ikpeng: estudo morfossintático e semântico-lexical,,,,phdthesis,"Chagas, Angela Fabiola Alves",2013,O Verbo Ikpeng: estudo morfossintático e semântico-lexical,,,,334,,,Campinas: Universidade Estadual de Campinas,,,,,,,,,,,,,
164,"{""gbs"": {}}",hvquesadachibchan,Quesada 2007,The Chibchan Languages,,,,book,"Quesada, Diego J.",2007,The Chibchan Languages,,,,259,,,,Cartago,,,,,,Cartago: Editorial Tecnológica de Costa Rica,,,,,,
165,"{""gbs"": {}}",typdossantosxavante,dos Santos 2008,"Marcas pessoais, concordância de número e alinhamento em Xavánte",,,,mastersthesis,"dos Santos, J. P.",2008,"Marcas pessoais, concordância de número e alinhamento em Xavánte",,,,,,,Brasilia: Universidade de Brasília,,,,,,,,,,,,,
166,"{""gbs"": {}}",typdanielsengranadillobaurekurripako,Danielsen and Granadillo 2008,Agreement in two Arawak languages: Baure and Kurripako,,,,incollection,"Danielsen, Swintha and Granadillo, Tania",2008,Agreement in two Arawak languages: Baure and Kurripako,,The Typology of Semantic Alignment,"Donohue, Mark and Wichmann, Søren",396-411,,,,,,,,,,Oxford: Oxford University Press,,,,,,
177,"{""gbs"": {}}",typstortokaritiana2014,Storto 2014,Constituent order and information structure in Karitiana,,,,incollection,"Storto, Luciana R.",2014,Constituent order and information structure in Karitiana,,Information Structure and Reference Tracking in Complex Sentences,"van Gijn, Rik and Hammond, Jeremy and Matić, Dejan and van Putten, Saskia and Galucio, Ana Vilacy",163-192,,,,,,,,,,Amsterdam: John Benjamins,,,,,,
178,"{""gbs"": {}}",gcroftsmunduruku2004,Crofts 2004,Aspectos da Língua Munduruku,,,,book,"Crofts, Marjorie",2004,Aspectos da Língua Munduruku,,,,xxii+305,2,,,Cuiabá,http://www.sil.org/americas/brasil/PUBLCNS/DICTGRAM/MDGram.pdf,,,,,Cuiabá: Sociedade Internacional de Lingüística,,,,,,
